RBnumber,sequence_num,recovered_date,recovered_district,recovered_address,recovered_halfadd,recovered_room,recovered_city,recovered_state,recovered_zip,year,color,make,model,bodytype,licensenum,licensestate,licenseyear,VIN,approximate_value,stolen?,questionable_stolen?,steering_lock?,doors_locked?,ignition_locked?,key_in_vehicle?
Y78659,1,03/01/2011 12:00 AM,082,9707 Q ST,,,OMAHA,NE,68127,08,SIL,TOYT,,,,,00,JTMZK31V285020438,,Y,N,N,N,N,N
Y78674,1,02/12/2011 12:00 AM,066,5128 S 24 ST,,,OMAHA,NE,68107,93,GRN,HOND,ACC,4DR,RMC219,NE,11,JHMCB7684PC023575,,Y,N,N,N,N,N
Y78724,1,,000,,,,,,,98,BLU,PONT,GRM,4D,PTP702,NE,11,1G2NE52M2WM505385,2800,Y,N,N,N,N,N
Y78840,1,02/15/2011 12:00 AM,095,IOWA ST,,,,,,03,SIL,CHEV,TK,LL,LUVPAPA,NE,11,3GNFK16Z93G233267,13000,Y,N,N,N,N,Y
Y78848,1,02/14/2011 12:00 AM,074,2209 S 60 ST,,,OMAHA,NE,68106,09,GRY,AUDI,,4D,RIE365,NE,11,WAUSF78K09N062503,25000,Y,N,N,N,N,Y
Y78854,1,02/20/2011 12:00 AM,039,3000 SPAULDING ST,,,OMAHA,NE,68111,04,BLK,FORD,TK,LL,,,00,1FMCU93184KB25666,,Y,N,N,N,N,N
Y78885,1,03/10/2011 12:00 AM,043,MILITARY AV/DECATUR ST,,,,,,01,BLK,FORD,EXP,UT,RVK433,NE,12,1FMZU72E81ZA28778,6400,Y,N,N,N,N,N
Y78891,1,02/12/2011 12:00 AM,064,3650 ORCHARD AV,,,OMAHA,NE,68107,95,RED,JEEP,LAR,UT,RWM892,NE,12,1J4GZ58Y9SC780636,1500,Y,N,N,N,N,Y
Y78896,1,,000,,,,,,,91,RED,ACUR,INT,2H,RIT796,NE,11,JH4DA9345MS053853,500,Y,N,N,Y,N,N
Y78920,1,02/13/2011 12:00 AM,095,STONEY BROOK APTS ST,,,,,,03,GRY,NISS,,UT,RAU523,NE,11,JN8AZ08W03W214785,19000,Y,N,N,N,N,N
Y77515,1,02/10/2011 12:00 AM,043,4100 HAMILTON ST,,,OMAHA,NE,68131,99,GRN,PONT,MON,VAN,RVK588,NE,12,1GMDX03E3XD231168,1000,N,N,N,N,N,N
Y78946,1,02/14/2011 12:00 AM,054,537 S 31 ST,,,OMAHA,NE,68105,06,WHI,CHEV,IMP,4DR,PYJ868,NE,11,2G1WB55K369281410,5000,Y,N,N,N,N,Y
Y78973,1,02/14/2011 12:00 AM,045,4513 LAFAYETTE AV,,,OMAHA,NE,68132,08,GRY,PONT,GRA,4D,RAC716,NE,11,2G2WP552X81107137,,N,N,N,N,N,N
Y78994,1,02/14/2011 12:00 AM,089,13929 POLK ST,,,OMAHA,NE,68137,94,GRN,HOND,ACC,4DR,RAX953,NE,11,JHMCD5661RC081076,,N,N,N,N,N,N
Y78995,1,02/15/2011 12:00 AM,015,11000 POLK ST,,,OMAHA,NE,,05,GRY,GMC,,TK,REI834,NE,11,2GTEK13T951226061,,Y,N,N,N,N,N
Y78999,1,02/21/2011 12:00 AM,016,7800 MILITARY AV,,,OMAHA,NE,68134,98,BLK,HOND,CIV,4DR,RPT821,NE,11,1HGEJ8149WL122075,,Y,N,N,N,N,N
Y79000,1,,000,,,,,,,99,SIL,OLDS,,4D,,,00,1G3NL12E9XC328618,,N,N,N,N,N,N
Y79046,1,,000,,,,,,,90,GRY,HOND,ACC,4D,PYE488,NE,11,JMCB7658LC130807,1500,Y,N,N,N,N,N
Y79067,1,02/20/2011 12:00 AM,095,4848 S 228 PA,,,OMAHA,NE,,74,WHI,CHEV,TK,PK,1713,NE,11,CKY244J127421,,Y,N,N,N,N,N
Y79087,1,02/14/2011 12:00 AM,075,6328 GROVER ST,,,OMAHA,NE,68106,04,BLU,INFI,,4D,RBC851,NE,11,JNKCV51F04M717316,,N,N,N,N,N,N
Y79089,1,02/14/2011 12:00 AM,026,4700 GRAND AV,,,OMAHA,NE,68104,96,BLK,DODG,RAM,PK,759SSR,IA,10,3B7HF13ZXTM100870,,N,N,N,N,N,N
Y79092,1,,000,,,,,,,10,BLK,,,TLR,XKX523,NE,11,4DHC51825AS025744,2175,Y,N,N,N,N,N
Y79102,1,,000,,,,,,,96,RED,CHEV,BER,2DR,RIL750,NE,96,1G1LV15M1TY217653,,Y,N,N,N,N,N
Y79127,1,,000,,,,,,,04,YEL,,,LOAD,,,00,HEN1330,20000,Y,N,N,N,N,N
Y79128,1,,000,,,,,,,05,MAR,DODG,NEO,4D,,,00,1B3ES56C25D162485,5000,N,N,N,N,N,Y
Y79137,1,02/17/2011 12:00 AM,016,2921 KEYSTONE DR,,,OMAHA,NE,68134,96,,FORD,,TK,AA62852,AZ,10,1F0KF37G1TEA10583,,Y,N,N,N,N,N
Y79198,1,02/14/2011 12:00 AM,025,4966 NEWPORT AV,,,OMAHA,NE,68152,99,ONG,,,BOBCAT,,,00,JAF0245540,,N,N,N,N,N,N
Y79203,1,02/14/2011 12:00 AM,025,4966 NEWPORT AV,,,OMAHA,NE,68152,08,BLK,,,TRL,XHW257,NE,11,4J6HD25228B100419,,N,N,N,N,N,N
Y79273,1,02/14/2011 12:00 AM,095,2400 C ST,,,OMAHA,NE,68107,00,MAR,CHRY,LHS,4DR,RKN004,NE,11,2C3HC56G1YH108926,8000,Y,N,N,N,N,N
Y79307,1,,000,,,,,,,97,WHI,OLDS,,4D,RAS774,NE,11,1G3NL52T1VM332904,2500,Y,N,N,N,N,N
Y79319,1,06/07/2011 12:00 AM,095,1401 S 16 ST,,,OMAHA,NE,68108,00,WHI,DODG,TK,PK,,,00,,,Y,N,N,N,N,N
Y79321,1,02/15/2011 12:00 AM,057,1714 S 26 ST,,,OMAHA,NE,68105,98,RED,CHEV,COR,4DR,RVS853,NE,11,1G1LD55M7TY206926,700,N,N,N,N,N,N
Y79350,1,02/16/2011 12:00 AM,095,COUNCIL BLUFFS PD ST,,,,,,08,BGE,HYUN,SON,4D,A261130,IL,11,5NPET46CX8H403004,12000,Y,N,N,N,N,Y
Y88219,1,03/28/2011 12:00 AM,068,3300 MONROE ST,,,OMAHA,NE,68107,89,BLK,CHEV,SUB,SUV,OVH270,NE,10,1GNEV16K1KF168680,,Y,N,N,N,N,N
Y79363,1,,000,,,,,,,95,GRN,DODG,CAR,VN,RDI874,NE,11,1B4GH54L4SX519181,,Y,N,N,N,N,N
Y79384,1,,000,,,,,,,91,WHI,FORD,EXP,UT,PYE915,NE,00,1FMDU34X4MUC68574,500,Y,N,N,N,N,N
Y79404,1,,000,,,,,,,10,WHI,DODG,,4D,RMP948,NE,11,1B3CC4FB4AN209820,,Y,N,N,N,N,Y
Y79483,1,,000,,,,,,,01,GRN,HOND,,SW,RIK368,NE,11,,,N,N,N,N,N,N
Y79486,1,02/16/2011 12:00 AM,095,COUNCIL BLUFFS_PD ST,,,,,,04,GRN,JEEP,SPR,UT,RWC831,NE,12,1J4GL48K94W163536,12000,Y,N,N,N,N,N
Y77607,1,02/18/2011 12:00 AM,064,3801 Q ST,,,OMAHA,NE,68107,98,BLU,LINC,,UT,,,00,5LMPU28L9WLJ15502,4000,Y,N,N,N,N,Y
Y79542,1,02/15/2011 12:00 AM,075,3626 S 69 PA,,,OMAHA,NE,68106,92,BLK,OLDS,CUT,4D,RJR345,NE,11,1G3AL54N0N6416326,,N,N,N,N,N,N
Y79551,1,02/13/2011 12:00 AM,026,7200 SEWARD ST,,,OMAHA,NE,68114,10,WHI,MAZD,,4DR,BJ3Y712,TX,11,JM1BL1SF9A1203746,15000,Y,N,N,N,N,N
Y79558,1,02/15/2011 12:00 AM,026,4800 BOYD ST,,,OMAHA,NE,68104,99,BRO,CHEV,SUB,LL,943RTP,CO,11,1GNFK16R0XJ320334,3500,Y,N,N,N,N,Y
Y79582,1,03/02/2011 12:00 AM,016,8400 GRAND AV,,,OMAHA,NE,68134,94,BLK,HOND,ACC,2DR,RPG258,NE,10,1HGCD7256RA014402,2000,Y,N,N,N,N,N
Y79592,1,02/16/2011 12:00 AM,025,4800 REDICK AV,,,OMAHA,NE,68152,00,BLU,CHEV,,PK,141XTQ,IA,10,1GCCT19W0Y8263409,,N,N,N,N,N,N
Y79595,1,,000,,,,,,,94,BLU,STRN,,4D,RBK230,NE,11,1G8ZK5575RZ279808,,Y,N,N,N,N,N
Y79597,1,02/20/2011 12:00 AM,076,2984 S 93 PA,,,OMAHA,NE,68124,08,BLK,JEEP,,UT,RTE773,NE,12,1J8GN28K98W169596,10000,Y,N,N,N,N,N
Y79600,1,02/17/2011 12:00 AM,038,1500 CORBY ST,,,OMAHA,NE,68110,06,WHI,KIA,SPO,UT,RVK978,NE,12,KNDJF724767177205,,Y,N,N,N,N,Y
Y79601,1,02/22/2011 12:00 AM,095,SARPY COUNTY ST,,,,,,01,SIL,HOND,CRV,SUV,REG153,NE,11,JHLRD18611C024319,7000,Y,N,N,N,N,N
Y79602,1,,000,,,,,,,00,SIL,TOYT,,PU,791RRW,IA,11,5TBBT44112S275167,,Y,N,N,N,N,Y
Y79614,1,02/21/2011 12:00 AM,065,2300 H ST,,,OMAHA,NE,68107,05,BLK,KIA,,4DR,,,00,KNALD124155056107,8000,Y,N,N,N,N,Y
Y79616,1,02/16/2011 12:00 AM,072,3119 S 44 ST,,,OMAHA,NE,68106,04,SIL,DODG,INT,2DR,,,00,2B3HD56G04H668263,,N,N,N,N,N,N
Y79690,1,02/16/2011 12:00 AM,042,4229 EMMET ST,,,OMAHA,NE,68111,01,WHI,NISS,MAX,4D,,,00,JN1CA31D51T807310,4000,Y,N,N,N,N,Y
Y79771,1,02/17/2011 12:00 AM,026,4818 FONTENELLE BD,,,OMAHA,NE,68111,06,BLK,,,UT,RTI292,NE,12,5GRGN23U26H104928,40000,Y,N,N,N,N,Y
Y79775,1,02/16/2011 12:00 AM,066,1300 Y ST,,,OMAHA,NE,68107,02,SIL,FORD,TAU,4D,,,00,1FAFP55UD2G174021,,N,N,N,N,N,N
Y79909,1,,000,,,,,,,01,RED,CHEV,,TK,PHI027,NE,11,1GCHKZ4031Z267037,,N,N,N,N,N,N
Y79950,1,02/18/2011 12:00 AM,068,4130 R ST,,,OMAHA,NE,68107,06,BRO/BRZ,NISS,,4D,OKD878,NE,11,1N4AL11D26N419620,,Y,N,N,N,N,N
Y79979,1,02/18/2011 12:00 AM,065,2601 E ST,,,OMAHA,NE,68107,99,BLK,DODG,,PK,PIV232,NE,11,1B7HF16Z6XS300640,11000,Y,N,N,N,N,N
Y79993,1,02/18/2011 12:00 AM,061,3112 S 15 ST,,,OMAHA,NE,68108,02,RED,CHEV,,UT,RPJ209,NE,10,1GNDT13S722204689,5800,Y,N,N,N,N,N
Y80000,1,,000,,,,,,,99,RED,HOND,CIV,2DR,PLF750,NE,11,2HGEJ6340XH108923,1500,Y,N,N,N,N,N
Y80007,1,02/17/2011 12:00 AM,084,2314 S 143 PA,,,OMAHA,NE,68144,02,GLD,NISS,,UT,29J715,NE,11,JN8DR09Y92W724712,,N,N,N,N,N,N
Y80014,1,02/20/2011 12:00 AM,095,7600 F ST,,,OMAHA,NE,68127,92,WHI,INFI,,2DR,PSN245,NE,11,JNXHF16C1NT011712,3000,Y,N,N,N,N,N
Y80057,1,02/21/2011 12:00 AM,053,2700 ST MARYS AV,,,OMAHA,NE,68105,95,WHI,FORD,EXP,SUV,RBZ083,NE,10,1FMDU34X8SZB85486,5500,Y,N,N,N,N,N
Y80083,1,02/18/2011 12:00 AM,095,4335 S 26 ST,,,OMAHA,NE,68107,03,BLK,DODG,,UT,RTI351,NE,11,1D4HS48N93F577165,,Y,N,N,N,N,N
Y80093,1,02/18/2011 12:00 AM,028,4319 OHIO ST,,,OMAHA,NE,68111,04,BLK,TOYT,CAM,4D,OPX513,NE,10,4T1BF32K74U575150,,N,N,N,N,N,N
Y80097,1,,000,,,,,,,94,BGE,BUIC,,4D,RTH756,NE,11,1G4CW52LXR1617506,2500,N,N,N,N,N,Y
Y80119,1,02/18/2011 12:00 AM,031,NORTH RIDGE/HOWELL ST,,,,,,93,BLK,CHEV,TK,PK,RND534,NE,11,1GCEK14K1PZ254808,3500,Y,N,N,N,N,N
Y77685,1,,000,,,,,,,97,WHI/BRO,CHEV,AST,VAN,24G541,NE,11,1GBEL19W9VB204502,2000,Y,N,N,Y,N,Y
Y77693,1,02/20/2011 12:00 AM,075,6200 I ST,,,OMAHA,NE,68117,00,WHI,MAZD,,PK,PEB482,NE,11,4F4YR12C8YTM27840,,Y,N,N,N,N,Y
Y77705,1,02/16/2011 12:00 AM,015,9411 SPRAGUE ST,,,OMAHA,NE,68134,06,MAR,NISS,,4D,ONT205,NE,11,1N4AL11DX6N300407,13000,Y,N,N,N,N,Y
Y77708,1,02/10/2011 12:00 AM,062,2400 ARBOR ST,,,OMAHA,NE,68105,00,RED,JEEP,,UT,RVM568,NE,11,1J4GW58N3YC338829,6000,Y,N,N,N,N,Y
Y80164,1,02/18/2011 12:00 AM,016,8700 TEMPLETON DR,,,OMAHA,NE,68134,95,GRN,HOND,ACC,4D,PBG739,NE,07,1HGCD5631SA120761,,N,N,N,N,N,N
Y80166,1,,000,,,,,,,02,WHI,DODG,TK,PK,203WER,IA,11,1B7GG2AN3YS710834,7000,Y,N,N,N,N,N
Y80189,1,02/18/2011 12:00 AM,066,2000 V ST,,,OMAHA,NE,,00,WHI,FORD,TK,PK,RVR103,NE,12,1FTRF17W7YKB20657,3000,Y,N,N,N,N,Y
Y80192,1,,000,,,,,,,86,BLK,NISS,,PK,,,00,1N6ND01S3GC358855,600,Y,N,N,N,N,N
Y80231,1,,000,,,,,,,87,BLK,CADI,FLE,4D,RBO481,NE,11,1G6CB5186H4231727,1000,Y,N,N,N,N,N
Y80241,1,02/18/2011 12:00 AM,067,3900 S ST,,,OMAHA,NE,68107,97,GRN,HOND,CIV,4DR__,4,,00,2HGEJ8647VH5489848,3000,N,N,N,N,N,N
Y80242,1,03/08/2011 12:00 AM,034,3800 FORT ST,,,OMAHA,NE,68111,82,RED/BLK,KAWK,,MC,RCW677,NE,11,JKAKZBD10CA000893,1400,N,N,N,N,N,N
Y80281,1,,000,,,,,,,99,WHI,CADI,DEV,4D,REX272,NE,10,1G6KD54Y0XU737151,,Y,N,N,N,N,N
Y80323,1,02/19/2011 12:00 AM,063,4111 D ST,5,,OMAHA,NE,68107,99,BLK,FORD,TK,PK,RMK617,NE,11,1FTZF1828XKB30821,4000,Y,N,N,N,N,N
Y80349,1,02/19/2011 12:00 AM,089,14700 DREXEL ST,,,OMAHA,NE,68137,00,RED,CHEV,TK,PK,OOA569,NE,11,1GCEK19V7YZ259208,6000,Y,N,N,N,N,Y
Y80359,1,03/14/2011 12:00 AM,016,8608 MAPLE ST,,,OMAHA,NE,68134,02,GLD,CHEV,MAL,4DR,10FY11,NE,11,1G1NE52J12M630348,,Y,N,N,N,N,N
Y80393,1,02/22/2011 12:00 AM,045,4000 CASS ST,,,OMAHA,NE,68131,01,BLK,CHEV,,4D,RIO762,NE,11,1G1NE52J116269769,3000,Y,N,N,N,N,N
Y80401,1,,000,,,,,,,07,WHI,FORD,TK,PK,RJM045,NE,11,1FTWW32P87EA89916,15000,Y,N,N,N,N,N
Y80410,1,02/21/2011 12:00 AM,029,344 N SADDLE CREEK RD,,,OMAHA,NE,68132,03,BGE,HOND,,VAN,PUX628,NE,11,5FNRL18663B069102,,Y,N,N,N,N,N
Y80415,1,02/19/2011 12:00 AM,037,1 FLORENCE/AMES ST,,,OMAHA,NE,,95,GRN,GMC,,UT,REE748,NE,10,1GKEK13K2SJ734529,,Y,N,N,N,N,Y
Y80427,1,02/19/2011 12:00 AM,066,4727 S 16 ST,,,OMAHA,NE,68107,98,BLK,GMC,TK,LL,RBP683,NE,10,1GKDT13WXW2503194,,N,N,N,N,N,N
Y80521,1,06/26/2011 12:00 AM,044,3518 CHARLES ST,,,OMAHA,NE,68131,78,GRN,OLDS,,2D,,,00,3M47F8R418915,,Y,N,N,N,N,N
Y77727,1,02/15/2011 12:00 AM,075,4163 S 61 AV,,,OMAHA,NE,68117,94,GRN,JEEP,,SUV,RBU611,NE,11,1J4FJ68S2RL210878,1500,Y,N,N,N,N,N
Y77730,1,,000,,,,,,,05,BLU,HYUN,SON,4D,,,00,KMHWF35H25A146423,,N,N,N,N,N,N
Y77754,1,02/08/2011 12:00 AM,071,5254 S 49 ST,,,OMAHA,NE,68117,90,BLU,HOND,ACC,4D,RIR981,NE,11,JHMCB7653LC088157,,N,N,N,N,N,N
Y77760,1,,000,,,,,,,04,BLK,PONT,,4D,PWV879,NE,11,1G2NE52F64C208642,,Y,N,N,N,N,N
Y77761,1,,000,,,,,,,98,BLK,CHEV,CAV,2D,ONS945,NE,11,1G1JC1244WM108505,,N,N,N,N,N,N
Y80547,1,,000,,,,,,,07,BLU,VOLK,JET,4DR,KFR8086,VA,00,3VWRF71K67M125443,14000,Y,N,N,N,N,N
Y80580,1,02/25/2011 12:00 AM,064,3427 L ST,,,OMAHA,NE,68107,01,GLD,STRN,,4D,PIV144,NE,10,1G8ZK5270YZ185404,4000,Y,N,N,N,N,Y
Y77800,1,03/03/2011 12:00 AM,088,15033 INDUSTRIAL RD,,,OMAHA,NE,68144,00,WHI,,,TL,6E9515,MI,00,4RMES1211YF000982,1500,Y,N,N,N,N,N
Y80620,1,,000,,,,,,,94,BLU,HOND,ACC,4DR,RVR228,NE,12,JHMCD5535RC011295,1200,Y,N,N,N,N,N
Y80630,1,02/20/2011 12:00 AM,095,816 S 37 ST,,,OMAHA,NE,68105,04,GLD,CHRY,,VAN,RML832,NE,11,3C4FY58B24T330754,7000,Y,N,N,N,N,N
Y80632,1,02/20/2011 12:00 AM,095,1 UNK ST,,,OMAHA,NE,,08,BLU,HOND,,4D,PXY487,NE,11,JHMGD376485037047,11000,Y,N,N,N,N,N
Y80698,1,02/22/2011 12:00 AM,077,BEVERLY DR/HOWARD ST,,,,,,96,RED,CHEV,TK,LL,RLZ247,NE,11,1GNDT13WXT2146338,1400,Y,N,N,N,N,N
Y80699,1,,000,,,,,,,93,WHI,FORD,,VAN,,,00,,,Y,N,N,N,N,N
Y80725,1,02/25/2011 12:00 AM,095,1 UNK ST,,,PAPILLION,NE,,98,GRN,DODG,TK,PK,RKM222,NE,11,1B7GL22Y4WS569970,3000,Y,N,N,N,N,N
Y80773,1,03/03/2011 12:00 AM,079,8420 OHERN ST,,,OMAHA,NE,68127,99,BLK,JEEP,TK,LL,PDF139,NE,11,1J4FF68S5XL668123,7000,Y,N,N,N,N,N
Y80786,1,04/05/2011 12:00 AM,073,4350 EMILE ST,,,OMAHA,NE,68105,03,SIL,FORD,TAU,4DR,RAI960,NE,11,1FAFP55203A193378,4200,Y,N,N,N,N,N
Y80794,1,,000,,,,,,,92,WHI,HOND,CIV,4DR,RPS546,NE,11,1HGEG8547NL038666,1500,Y,N,N,N,N,N
Y80795,1,02/21/2011 12:00 AM,027,5100 BEDFORD AV,,,OMAHA,NE,68104,84,BLU,CHEV,ELC,PK,RVT078,NE,12,1GCCW8047ER205415,,Y,N,N,N,N,N
Y80807,1,02/21/2011 12:00 AM,027,5025 SPENCER ST,,,OMAHA,NE,68104,94,BLK,GMC,,UT,RPR052,NE,11,1GKEK18K3RJ746451,,N,N,N,N,N,N
Y80811,1,03/23/2011 12:00 AM,095,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,00,BGE,NISS,ALT,4D,RWE226,NE,11,1N4DL01A1YC165281,3000,Y,N,N,N,N,Y
Y80813,1,02/27/2011 12:00 AM,011,13800 PARKER CR,,,OMAHA,NE,,87,BLU,OLDS,REG,4DR,RVR618,NE,12,1G3CW5133H1314104,1600,Y,N,N,N,N,N
Y80816,1,03/02/2011 12:00 AM,095,UNK ST,,,COUNCIL BLUFFS,IA,,95,WHI,JEEP,,SUV,,,00,1J4GZ78S0SC628798,3500,Y,N,N,N,N,N
Y80865,1,,000,,,,,,,73,BLK,MERC,,4D,,,00,10806812018784,2700,N,N,N,N,N,Y
Y80865,2,,000,,,,,,,75,YEL,MERC,,4D,,,00,11511712091715,2700,N,N,N,N,N,Y
Y80874,1,02/23/2011 12:00 AM,056,1320 S 29 ST,,,OMAHA,NE,68105,99,MAR,CHEV,MAL,4D,RIA475,NE,10,1G1NE52JXX6166116,4000,Y,N,N,N,N,N
Y80876,1,03/11/2011 12:00 AM,076,8400 FREDERICK ST,,,OMAHA,NE,68124,09,BLK,VOLK,JET,4D,848XEE,IA,11,3VWJZ71K79M035628,16000,Y,N,N,N,N,N
Y80935,1,03/02/2011 12:00 AM,091,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,07,WHI,CHEV,,VN,PXZ663,NE,11,1GNDV23117D190775,,Y,N,N,N,N,N
Y80995,1,,000,,,,,,,94,MAR,CHEV,TK,LL,RMK969,NE,11,1GNEK18K4RJ399215,,N,N,N,N,N,N
Y81046,1,,000,,,,,,,97,GLD,SATR,,4D,RIX174,NE,10,1G8ZK5275VZ247455,5000,Y,N,N,N,N,N
Y81048,1,02/22/2011 12:00 AM,064,2610 N ST,,,OMAHA,NE,68107,00,BLU,FORD,,4D,RIY334,NE,11,1FAFP33P2YW354861,,N,N,N,N,N,N
Y81049,1,02/22/2011 12:00 AM,051,1100 CAPITOL AV,,,OMAHA,NE,68102,94,WHI,FORD,TK,PK,PEK942,NE,11,1FDKF38K3RNA08586,5000,Y,N,N,N,N,N
Y81074,1,,000,,,,,,,96,WHI,CHEV,,4D,RMA091,NE,11,2CNFLCEC2B6225872,1000,Y,N,N,N,N,N
Y81121,1,,000,,,,,,,91,SIL,BUIC,LES,4DR,RMB098,NE,11,1G4HP54C8MH436503,,N,N,N,N,N,Y
Y81132,1,02/22/2011 12:00 AM,034,3700 GRAND AV,,,OMAHA,NE,68111,03,BLU,KIA,,4D,650TLS,IA,11,KNADC125736280148,8000,Y,N,N,N,N,N
Y81175,1,02/24/2011 12:00 AM,045,3568 DODGE ST,,,OMAHA,NE,68131,04,WHI,JEEP,,4DR,RBF844,NE,11,1J4GW58N24C268329,10000,N,N,N,N,N,N
Y77858,1,02/16/2011 12:00 AM,032,2419 MARY ST,,,OMAHA,NE,68112,98,MAR,GMC,,UT,PUH237,NE,11,1GKEK13R4WJ715208,,N,N,N,N,N,N
Y77862,1,02/08/2011 12:00 AM,065,1505 F ST,,,OMAHA,NE,,05,SIL,DODG,RAM,PK,573SZF,IA,10,1D7HU18D25S180328,,Y,N,N,N,N,N
Y77919,1,02/17/2011 12:00 AM,067,2800 HARRISON ST,,,OMAHA,NE,68147,06,RED,KIA,,4DR,PDY728,NE,11,KNDJC733265579630,,Y,N,N,N,N,N
Y81226,1,02/23/2011 12:00 AM,033,3775 CURTIS AV,,,OMAHA,NE,68111,06,GRY,PONT,,4DR,RUM083,NE,11,1G2ZG558364235965,,N,N,N,N,N,N
Y81256,1,,000,,,,,,,04,RED,OLDS,,4DR,RIU495,NE,11,1G3NK52F24C130901,5000,Y,N,N,N,N,N
Y81287,1,02/27/2011 12:00 AM,091,UNK ST,,,COUNCIL BLUFFS,IA,,00,BLK,VOLK,JET,4DR,,,00,3VWSA29M8YM193107,5000,Y,N,N,N,N,N
Y81293,1,02/25/2011 12:00 AM,091,126 N MOLLY ST,,,BENNINGTON,NE,,94,BLU,BUIC,SEN,4DR,PNH300,NE,11,,,Y,N,N,N,N,N
Y81316,1,02/23/2011 12:00 AM,045,1308 N 40 ST,,,OMAHA,NE,68131,97,WHI,FORD,TK,PK,AB17755,AZ,11,1FDKF37G6VEB89660,2400,Y,N,N,N,N,N
Y81336,1,,000,,,,,,,84,BLU,FORD,,VN,,,00,1FTES14H8EHA81893,,Y,N,N,N,N,N
Y81380,1,03/08/2011 12:00 AM,095,7602 MAIN ST,,,OMAHA,NE,68127,99,GRN,HOND,CIV,4D,11A726,NE,12,JHMEJ6671XS000757,5000,Y,N,N,N,N,N
Y81417,1,,000,,,,,,,01,BLK,CHEV,,PK,,,00,1GCCT19W818201133,7000,N,N,N,N,N,N
Y81464,1,02/26/2011 12:00 AM,087,6917 WRIGHT PA,,,OMAHA,NE,68106,03,WHI,BUIC,CNT,4DR,REF541,NE,11,2G4WS52J431204263,3000,Y,N,N,N,N,Y
Y81491,1,,000,,,,,,,96,GRN,BUIC,REG,2D,,,00,2G4WB12K8T1416732,3500,Y,N,N,N,N,N
Y81500,1,02/27/2011 12:00 AM,095,COUNCIL BLUFFS IA ST,,,,,,09,GRY,CHEV,TK,PK,PUY914,NE,11,1GCEC14X49Z187388,25000,Y,N,N,N,N,Y
Y81506,1,02/27/2011 12:00 AM,091,UNK ST,,,DOUGLAS CO,NE,,06,PLE,CHEV,,4D,PYO409,NE,11,1G1AK55F467732245,5000,Y,N,N,N,N,N
Y81507,1,03/09/2011 12:00 AM,053,424 S 24 ST,,,OMAHA,NE,68102,96,GRN,FORD,,UT,RPL528,NE,11,1FMEU15H2TLA24149,5000,Y,N,N,N,N,N
Y81508,1,,000,,,,,,,04,WHI,KIA,,VAN,,,00,KNDUP131046576305,1500,N,N,N,N,N,Y
Y81510,1,02/24/2011 12:00 AM,091,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,02,GRY,CHEV,,4D,PDP529,NE,10,2G1WB58K089199424,15000,Y,N,N,N,N,Y
Y81514,1,,000,,,,,,,97,PLE,CHEV,,4D,OJB387,NE,11,1G1NE52M2V6102823,3000,Y,N,N,N,N,N
Y81518,1,,000,,,,,,,00,WHI,GMC,,SV,,,00,1GKEL19W6YB500226,6000,Y,N,N,N,N,N
Y81524,1,02/24/2011 12:00 AM,095,1 UNK ST,,,CO BLUFFS,IA,,99,GRN,JEEP,TK,UT,RMW951,NE,11,1J4FF68S6XL518408,4000,Y,N,N,N,N,N
Y81536,1,,000,,,,,,,01,GRN,CHEV,IMP,4D,RAD128,NE,11,2G1WH55K519251123,4000,Y,N,N,N,N,N
Y81537,1,02/24/2011 12:00 AM,095,1 UNK ST,,,CO BLUFFS,IA,,81,WHI,FORD,TK,PK,RHX009,NE,10,1FTDF14E2BPA82061,2000,Y,N,N,N,N,N
Y81539,1,02/26/2011 12:00 AM,091,UNKNOWN ST,,,COUNCIL BLUFFS,IA,,02,BLK,DODG,,4D,PRM160,TX,11,2B3AD46R72H147003,,Y,N,N,N,N,N
Y81542,1,,000,,,,,,,94,BLU,CHEV,,2D,DISBME,NE,11,2G1FP22S2R2141673,3000,Y,N,N,N,N,N
Y81567,1,,000,,,,,,,95,RED,FORD,TK,PK,RDT662,NE,11,1FTDF15Y1SNB59684,6000,Y,N,N,N,N,N
Y81573,1,,000,,,,,,,96,BLK,FORD,ESC,2D,,,00,,7000,Y,N,N,N,N,N
Y81599,1,,000,,,,,,,87,BLU,FORD,,PK,RDZ813,NE,11,1FTDF15Y1HPA47450,3000,Y,N,N,N,N,N
Y81602,1,,000,,,,,,,98,RED,,,,XIK770,NE,08,NO VIN,,Y,N,N,N,N,N
Y81619,1,04/18/2011 12:00 AM,029,4816 CHICAGO ST,,,OMAHA,NE,68132,00,GRN,HOND,CIV,4D,RVV895,NE,11,1HGEJ8649YL020822,,Y,N,N,N,N,N
Y81632,1,03/01/2011 12:00 AM,091,1120 JONES ST,,,OMAHA,NE,68102,00,BLK,JEEP,,UT,10GZ15,NE,11,1J4FF48S0YL102702,,Y,N,N,N,N,N
Y81641,1,02/24/2011 12:00 AM,017,7810 BLONDO ST,,,OMAHA,NE,68134,07,RED,JEEP,,UT,OJG355,NE,10,1J8HR58207C582310,,N,N,N,N,N,N
