Class,DescriptionOfClass,BusinessName,Location 2
I     ,Beer/liquor on sale,RAMADA LIMITED                      ,"9505 SO 142ND ST
OMAHA, NE
(41.16490360191591, -96.13697381469274)"
I     ,Beer/liquor on sale,SUSHI JAPAN/YAKINIKU BOY            ,"14134 CENTER ROAD
OMAHA, NE
(41.23424377568864, -96.13672088156507)"
I     ,Beer/liquor on sale,SIZZLER 117                         ,"5132 L STREET
OMAHA, NE
(41.21252270336731, -95.99542052728088)"
I     ,Beer/liquor on sale,SIZZLER 485                         ,"14323 ARBOR STREET
OMAHA, NE
(41.23569823206236, -96.13792709604377)"
I     ,Beer/liquor on sale,SIZZLERS 413                        ,"2822 88 STREET
OMAHA, NE
(41.28414429100171, -96.04885025940177)"
I     ,Beer/liquor on sale,SAIGON SURFACE                      ,"324 14 STREET
OMAHA, NE
(41.26188955418999, -95.93448664291552)"
I     ,Beer/liquor on sale,SCHMIDLEY'S DRIVING RANGE           ,"4700 120 STREET
OMAHA, NE
(41.212215157366224, -96.10093018555149)"
I     ,Beer/liquor on sale,SAIGON RESTAURANT                   ,"12100 CENTER RD
OMAHA, NE
(41.23414909938711, -96.10197548382024)"
I     ,Beer/liquor on sale,SAKURABANA JAPANESE RESTAURANT      ,"7425 DODGE STREET
OMAHA, NE
(41.25968315058378, -96.02856054406061)"
I     ,Beer/liquor on sale,STOKES GRILL & BAR                  ,"646 114 STREET
OMAHA, NE
(41.26542293222148, -96.091062265147)"
I     ,Beer/liquor on sale,SIDE DOOR LOUNGE                    ,"3530 LEAVENWORTH ST
OMAHA, NE
(41.25243547848646, -95.96449742923564)"
I     ,Beer/liquor on sale,STILES PUBLIC HOUSE                 ,"1204 HOWARD STREET
OMAHA, NE
(41.255502166606334, -95.93194521303012)"
I     ,Beer/liquor on sale,SALGADO'S MEXICAN GRILL             ,"5402 90TH ST
OMAHA, NE
(41.20346705698979, -96.05246531623162)"
I     ,Beer/liquor on sale,SOUTHERN BOYS                       ,"2414 PATRICK AVE
OMAHA, NE
(41.27831710303093, -95.94774746650774)"
I     ,Beer/liquor on sale,SULLIVAN'S STEAKHOUSE               ,"222 15 STREET
OMAHA, NE
(41.258382321618626, -95.93589538360366)"
I     ,Beer/liquor on sale,SHELTERBELT THEATRE                 ,"3225 CALIFORNIA ST
OMAHA, NE
(41.26476432004938, -95.9610304528805)"
I     ,Beer/liquor on sale,SMASHBURGER                         ,"7204 JONES STREET
OMAHA, NE
(41.254369020849424, -96.02397773786905)"
I     ,Beer/liquor on sale,SHANG-HAI GARDEN                    ,"3118 24 STREET
OMAHA, NE
(41.2303447985101, -95.94712253130577)"
I     ,Beer/liquor on sale,SAM & LOUIE'S                       ,"2949 204 ST
OMAHA, NE
(41.28514181615319, -96.23433378524992)"
I     ,Beer/liquor on sale,SAM & LOUIE'S                       ,"7641 CASS STREET
OMAHA, NE
(41.26323460914074, -96.03291579879506)"
I     ,Beer/liquor on sale,SAM & LOUIE'S NYP                   ,"2416 2418 CUMING ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,SAM & LOUIE'S NEW YORK PIZZERIA     ,"2062 117 AVENUE
OMAHA, NE
(41.27828630249482, -96.09830075432211)"
I     ,Beer/liquor on sale,SUMMER KITCHEN CAFE & BAKERY        ,"3685 129TH STREET
OMAHA, NE
(41.29209712642772, -96.11508547964476)"
I     ,Beer/liquor on sale,SURFSIDE CLUB                       ,"14445 NO RIVER DR
OMAHA, NE
(41.389851021104676, -95.94563405973884)"
I     ,Beer/liquor on sale,THAI PEPPER RESTAURANT              ,"631 114 STREET
OMAHA, NE
(41.265131931979646, -96.09093473797078)"
I     ,Beer/liquor on sale,SHAMROCKS PUB & GRILL               ,"5338 103 STREET
OMAHA, NE
(41.307104820825735, -96.07386530185617)"
I     ,Beer/liquor on sale,TIBURON GOLF CLUB                   ,"10302 168 STREET
OMAHA, NE
(41.15614444773009, -96.17739853381389)"
I     ,Beer/liquor on sale,THAI SPICE                          ,"2933 108 STREET
OMAHA, NE
(41.232357695730805, -96.08141288015196)"
I     ,Beer/liquor on sale,THAI SPICE                          ,"555 155 PLAZA
OMAHA, NE
(41.263703484793936, -96.15638394260911)"
I     ,Beer/liquor on sale,TAXI'S                              ,"1822 120 STREET
OMAHA, NE
(41.24189442768951, -96.10076876996068)"
I     ,Beer/liquor on sale,"TAS'S THAI PEPPER, INC.             ","12775 Q STREET
OMAHA, NE
(41.205184235608215, -96.11401412328468)"
I     ,Beer/liquor on sale,T.G.I. FRIDAYS                      ,"10000 CALIFORNIA ST
OMAHA, NE
(41.264523028662666, -96.06701102755102)"
I     ,Beer/liquor on sale,"TAJ II, THE                         ","654 114 STREET
OMAHA, NE
(41.26556567202627, -96.09105051010425)"
I     ,Beer/liquor on sale,TASTE OF THAILAND                   ,"15712 CENTER RD
OMAHA, NE
(41.23409126885355, -96.16047209751503)"
I     ,Beer/liquor on sale,TWISTED FORK                        ,"1014 HOWARD STREET
OMAHA, NE
(41.25544734382578, -95.92996786998845)"
I     ,Beer/liquor on sale,TENNIS CLUB & SOCCER CENTER         ,"4718 NO 120TH ST
OMAHA, NE
(41.30284161476993, -96.10065919114959)"
I     ,Beer/liquor on sale,TANDURI FUSION INDIAN RESTAURANT    ,"2537 174 PLAZA
OMAHA, NE
(41.23586236249515, -96.1871325982124)"
I     ,Beer/liquor on sale,TRINI'S                             ,"1020 HOWARD STREET
OMAHA, NE
(41.255502166606334, -95.92954069938651)"
I     ,Beer/liquor on sale,UPSTREAM BREWING COMPANY            ,"514 11 STREET
OMAHA, NE
(41.25527300383755, -95.93060736652204)"
I     ,Beer/liquor on sale,VIVACE                              ,"1108 1110 HOWARD ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,VIETNAMESE ASIAN RESTAURANT         ,"7212 JONES STREET
OMAHA, NE
(41.254369020849424, -96.02401722593675)"
I     ,Beer/liquor on sale,VETERANS F W BENSON 2503            ,"8900 04 MILITARY AVE
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,VALENTINO'S                         ,"5022 24 SO 108TH
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,VINCENZO'S RISTORANTE               ,"1814 22 N 144 STREET
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,VINCENZO'S RISTORANTE               ,"1205 1207 HARNEY ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,WAVE BISTRO                         ,"4002 144TH ST
OMAHA, NE
(41.294380344519396, -96.13892122643767)"
I     ,Beer/liquor on sale,WESTWOOD HEIGHTS GOLF COURSE        ,"12929 CENTER ROAD
OMAHA, NE
(41.23394369064647, -96.11453968707862)"
I     ,Beer/liquor on sale,WESTERN BOWL                        ,"4725 SO 131ST ST
OMAHA, NE
(41.211587408456865, -96.1181240249586)"
I     ,Beer/liquor on sale,WINGSTOP                            ,"11983 BLONDO STREET
OMAHA, NE
(41.27763361828863, -96.09963396403617)"
I     ,Beer/liquor on sale,WONG'S HUNAN GARDEN                 ,"5050 108TH
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,ZIO'S PIZZERIA                      ,"7834 DODGE RD
OMAHA, NE
(41.259769221282, -96.03606693462731)"
I     ,Beer/liquor on sale,ZIO'S PIZZERIA                      ,"12997 CENTER RD
OMAHA, NE
(41.23397759864564, -96.11709054304185)"
I     ,Beer/liquor on sale,ZIO'S PIZZERIA                      ,"1109 HOWARD STREET
OMAHA, NE
(41.25539252104522, -95.93067458665084)"
I     ,Beer/liquor on sale,ZESTO'S                             ,"3901 13 STREET
OMAHA, NE
(41.22289575344987, -95.93326743975116)"
I     ,Beer/liquor on sale,11-WORTH CAFE                       ,"2419 LEAVENWORTH ST
OMAHA, NE
(41.25241662858707, -95.94798129023536)"
I     ,Beer/liquor on sale,Unknown,"415 13TH STREET
OMAHA, NE
(41.26298683661664, -95.93307677886972)"
IB    ,Liquor on sale/Beer off sale,CHAMPIONS RUN                       ,"13800 EAGLE RUN RD
OMAHA, NE
(41.286401621567606, -96.1279376291766)"
IB    ,Liquor on sale/Beer off sale,FORGOT STORE                        ,"11909 CALHOUN RD
OMAHA, NE
(41.3676925553717, -95.9832906040058)"
IB    ,Liquor on sale/Beer off sale,OPPERMANS PUB                       ,"14457 F STREET
OMAHA, NE
(41.21953535455064, -96.13950066688427)"
IB    ,Liquor on sale/Beer off sale,STONE CREEK GOLF COURSE             ,"6220 NO 160TH AVE
OMAHA, NE
(41.314907465225446, -96.16423360986562)"
IBK   ,Catering + Liquor on sale/Beer off sale,ROCK BOTTOM GOLD MEDAL TAP          ,"1101 HARNEY STREET
OMAHA, NE
(41.25651753704068, -95.93109202252509)"
ID    ,Liquor on/off sale,BAG 'N SAVE                         ,"2011 156TH STREET
OMAHA, NE
(41.27776561536755, -96.15799331196553)"
ID    ,Liquor on/off sale,BAKER'S SUPERMARKET 321             ,"505 155 PLAZA
OMAHA, NE
(41.26347855630977, -96.1534473062813)"
ID    ,Liquor on/off sale,CHARLIE'S ON THE LAKE               ,"4150 144 STREET
OMAHA, NE
(41.2947979875967, -96.13891943397812)"
ID    ,Liquor on/off sale,HY VEE 9                            ,"17810 WELCH PLAZA
OMAHA, NE
(41.20595765255342, -96.19372103474154)"
ID    ,Liquor on/off sale,LE VOLTAIRE                         ,"569 155 PLAZA
OMAHA, NE
(41.26397799163783, -96.15700540953982)"
ID    ,Liquor on/off sale,PASTA AMORE & FANTASIA              ,"11027 PRAIRIE BRK RD
OMAHA, NE
(41.232948346337025, -96.08469707413624)"
IDK   ,Catering + liquor on/off sale,HY VEE 10                           ,"3410 156 STREET
OMAHA, NE
(41.28893041228445, -96.1582770558938)"
IDK   ,Catering + liquor on/off sale,TEXAS ROADHOUSE                     ,"520 155 PLAZA
OMAHA, NE
(41.263344723003314, -96.15440430808958)"
IK    ,Catering + liquor on sale,ALUMNI SPORTS CAFE                  ,"602 20 STREET
OMAHA, NE
(41.26481677580085, -95.94248653145391)"
IK    ,Catering + liquor on sale,BEMIS CENTER FOR CONTEMPORARY ART   ,"724 12TH ST
OMAHA, NE
(41.25307184896102, -95.93192037435573)"
IK    ,Catering + liquor on sale,CUNNINGHAMS PUB & GRILLE            ,"2101 120TH ST
OMAHA, NE
(41.23949328109383, -96.10063125159496)"
IK    ,Catering + liquor on sale,EMBASSY SUITES DOWNTOWN/OLD MARKET  ,"555 SO 10TH ST
OMAHA, NE
(41.25479083874444, -95.9292574055853)"
IK    ,Catering + liquor on sale,ERIN COURT INC                      ,"4714 120TH
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
IK    ,Catering + liquor on sale,FELIX HALL                          ,"2226 N STREET
OMAHA, NE
(41.20969883219533, -95.94516641228364)"
IK    ,Catering + liquor on sale,TWIN PEAKS                          ,"17330 CENTER ROAD
OMAHA, NE
(41.23426281228724, -96.1858093146947)"
IK    ,Catering + liquor on sale,FAMOUS DAVE'S - EAGLE RUN           ,"13015 BIRCH DRIVE
OMAHA, NE
(41.29186089279216, -96.1164962520856)"
IK    ,Catering + liquor on sale,GUACA MAYA                          ,"5002 33 STREET
OMAHA, NE
(41.20888290443318, -95.96307071952697)"
IK    ,Catering + liquor on sale,HOOTERS OF OMAHA                    ,"12405 CENTER RD
OMAHA, NE
(41.23393469742615, -96.10731467974979)"
IK    ,Catering + liquor on sale,HOMESTEAD CAFE                      ,"4826 Q STREET
OMAHA, NE
(41.205372653228956, -95.98789605555234)"
IK    ,Catering + liquor on sale,HEARTLAND CAFE AND CATERING         ,"2615 MAIN STREET
OMAHA, NE
(41.282503719457985, -96.23701751409698)"
IK    ,Catering + liquor on sale,JOSLYN ART MUSEUM                   ,"2200 DODGE STREET
OMAHA, NE
(41.25977308278675, -95.94560708007799)"
IK    ,Catering + liquor on sale,JONES BROS. CUPCAKES/CAFE           ,"2121 67TH ST
OMAHA, NE
(41.2397451716493, -96.01455992744326)"
IK    ,Catering + liquor on sale,KIEWIT FITNESS CENTER/STUDENT CTR   ,"2400 CASS STREET
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
IK    ,Catering + liquor on sale,OMAHA ZOOLOGICAL SOCIETY            ,"3701 10 STREET
OMAHA, NE
(41.22729437018214, -95.9293557846031)"
IK    ,Catering + liquor on sale,"RENAISSANCE MANSION, THE            ","401 39 STREET
OMAHA, NE
(41.26229272638005, -95.97166764219627)"
IK    ,Catering + liquor on sale,SWEET CAKES AND ROSES               ,"14040 ARBOR STREET
OMAHA, NE
(41.23593205578999, -96.13556187910672)"
IK    ,Catering + liquor on sale,1316 JONES STREET                   ,"1316 JONES STREET
OMAHA, NE
(41.25337077339691, -95.9335133222832)"
L     ,Craft brewery,GRANITE CITY FOOD & BREWERY         ,"1001 102 STREET
OMAHA, NE
(41.267731298546124, -96.07140824982702)"
L     ,Craft brewery,"JAIPUR, THE                         ","10922 ELM STREET
OMAHA, NE
(41.232756322218286, -96.08287530953709)"
L     ,Craft brewery,LAZLO'S BREWERY & GRILL - OMAHA     ,"2425 192 AVENUE
OMAHA, NE
(41.23844931725769, -96.21618076887589)"
L     ,Craft brewery,UPSTREAM BREWING COMPANY            ,"514 11 STREET
OMAHA, NE
(41.25527300383755, -95.93060736652204)"
L     ,Craft brewery,UPSTREAM BREWING COMPANY            ,"17070 WRIGHT PLAZA
OMAHA, NE
(41.23305422529626, -96.1814362958213)"
O     ,Boat,ROLLING RIVER                       ,"151 FREEDOM PARK RD
OMAHA, NE
(41.273078640260714, -95.91915881490796)"
W     ,Wholesale beer,JOHNSON BROTHERS OF NEBRASKA        ,"9320 J STREET
OMAHA, NE
(41.21421342878239, -96.05625066934277)"
W     ,Wholesale beer,HOUSE OF BEERS WHOLESALE            ,"3314 88 PLAZA
OMAHA, NE
(41.28864842175982, -96.04948746735066)"
W     ,Wholesale beer,PREMIER MIDWEST BEVERAGE CO         ,"10367 134 STREET
OMAHA, NE
(41.156484739145014, -96.12352732418289)"
W     ,Wholesale beer,QUALITY BRANDS OF OMAHA             ,"13255 CENTECH RD
OMAHA, NE
(41.17901396455562, -96.1212266859597)"
W     ,Wholesale beer,REPUBLIC NATIONAL DISTRIBUTING CO   ,"4444 94 STREET
OMAHA, NE
(41.21533047035813, -96.05878940981547)"
W     ,Wholesale beer,REPUBLIC NATIONAL DIST CO (EAGLE)   ,"4320 94 STREET
OMAHA, NE
(41.217120010984786, -96.05881967040514)"
W     ,Wholesale beer,STERLING DISTRIBUTING               ,"4433 96 STREET
OMAHA, NE
(41.21556520904083, -96.06222105409229)"
X     ,Wholesale liquor,JOHNSON BROTHERS OF NEBRASKA        ,"9320 J STREET
OMAHA, NE
(41.21421342878239, -96.05625066934277)"
X     ,Wholesale liquor,HOUSE OF BEERS WHOLESALE            ,"3314 88 PLAZA
OMAHA, NE
(41.28864842175982, -96.04948746735066)"
X     ,Wholesale liquor,PREMIER MIDWEST BEVERAGE COMPANY    ,"10367 134 STREET
OMAHA, NE
(41.156484739145014, -96.12352732418289)"
X     ,Wholesale liquor,QUALITY BRANDS OF OMAHA             ,"13255 CENTECH ROAD
OMAHA, NE
(41.17901396455562, -96.1212266859597)"
X     ,Wholesale liquor,QUAIL DISTRIBUTING                  ,"10425 J ST
OMAHA, NE
(41.21423141522297, -96.07581991670031)"
X     ,Wholesale liquor,REPUBLIC NATIONAL DISTRIBUTING CO   ,"4444 94 STREET
OMAHA, NE
(41.21533047035813, -96.05878940981547)"
X     ,Wholesale liquor,REPUBLIC NATIONAL DIST CO (EAGLE)   ,"4320 94 STREET
OMAHA, NE
(41.217120010984786, -96.05881967040514)"
X     ,Wholesale liquor,STERLING DISTRIBUTING               ,"4433 96 STREET
OMAHA, NE
(41.21556520904083, -96.06222105409229)"
X     ,Wholesale liquor,SOUTHERN WINE & SPIRITS             ,"3337 88 PLAZA
OMAHA, NE
(41.28888058043749, -96.04944560227368)"
X     ,Wholesale liquor,SYNERGY FINE WINES                  ,"13816 C PLAZA
OMAHA, NE
(41.22263108297665, -96.12859213337964)"
A     ,Beer on sale,GODFATHER'S PIZZA                   ,"2929 204TH STREET
OMAHA, NE
(41.28497274361329, -96.23434068616992)"
C     ,Beer/liquor on/off sale,OMAHA PRIME RESTAURANT              ,"415 SO 11TH ST
OMAHA, NE
(41.256342065925594, -95.93046903523997)"
C     ,Beer/liquor on/off sale,WINESTYLES                          ,"16811 BURKE STREET
OMAHA, NE
(41.25929638408231, -96.17801729944829)"
C     ,Beer/liquor on/off sale,DUBLINER PUB                        ,"1205 HARNEY ST
OMAHA, NE
(41.25646333102118, -95.9319368298614)"
I     ,Beer/liquor on sale,RED ROBIN AMERICA'S GOURMET BURGERS ,"14455 MAPLE RD
OMAHA, NE
(41.29203090051891, -96.14006064761335)"
C     ,Beer/liquor on/off sale,VARSITY SPORTS CAFE &               ,"14529 F STREET
OMAHA, NE
(41.2195823812973, -96.14067002823316)"
C     ,Beer/liquor on/off sale,OMAHA PRESS CLUB                    ,"1620 DODGE
OMAHA, NE
(41.259714973717024, -95.93745634571812)"
I     ,Beer/liquor on sale,RED ROBIN AMERICA'S GOURMET BURGERS ,"2627 180 STREET
OMAHA, NE
(41.23604021318402, -96.19608678633281)"
I     ,Beer/liquor on sale,CUT TIME BAR & GRILL                ,"3346 108TH ST
OMAHA, NE
(41.22846099797007, -96.08161249927535)"
C     ,Beer/liquor on/off sale,"STADIUM CLUB, THE                   ","418 10TH STREET
OMAHA, NE
(41.26284944650088, -95.9294832229678)"
C     ,Beer/liquor on/off sale,RIGEL AIRPORT SERVICES              ,"4501 ABBOTT DR
OMAHA, NE
(41.29515750647259, -95.90063127411452)"
C     ,Beer/liquor on/off sale,DOUBLETREE GUEST SUITES             ,"7270 CEDAR STREET
OMAHA, NE
(41.24023081509006, -96.02540392373777)"
CK    ,Catering + liquor on/off sale,D J'S DUGOUT                        ,"1003 CAPTIOL Ave
OMAHA, NE
(41.26055418944929, -95.92925836723995)"
D     ,Beer/liquor off sale,AB'S 66                             ,"4926 UNDERWOOD AVENUE
OMAHA, NE
(41.2650790827596, -95.99006956120655)"
I     ,Beer/liquor on sale,CHARLESTON'S                        ,"13851 FIRST NATIONAL BANK PARKWAY
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
C     ,Beer/liquor on/off sale,FUDDRUCKERS                         ,"16920 WRIGHT PLAZA
OMAHA, NE
(41.23303544714501, -96.17831936612394)"
I     ,Beer/liquor on sale,OLD CHICAGO                         ,"13110 BIRCH DRIVE
OMAHA, NE
(41.290439963985875, -96.11843878766888)"
I     ,Beer/liquor on sale,SHUCKS FISH HOUSE                   ,"16901 WRIGHT PLAZA
OMAHA, NE
(41.23306321851652, -96.1785224924464)"
D     ,Beer/liquor off sale,CINCO ASES                          ,"3302 Q STREET
OMAHA, NE
(41.205454032217006, -95.96297298846378)"
C     ,Beer/liquor on/off sale,"ECLIPSE TAVERN, THE                 ","1201 157TH STREET
OMAHA, NE
(41.24535846625608, -96.15990557449133)"
I     ,Beer/liquor on sale,BURGER STAR                         ,"1222 71 STREET
OMAHA, NE
(41.247483802749684, -96.02241914444785)"
C     ,Beer/liquor on/off sale,"BOILER ROOM, THE                    ","1110 JONES STREET
OMAHA, NE
(41.25338875983749, -95.93072335735317)"
W     ,Wholesale beer,DILORENZO-PENKE                     ,"5711 60 STREET
OMAHA, NE
(41.31055424726815, -96.00449364580582)"
X     ,Wholesale liquor,DILORENZO-PENKE                     ,"5711 60 STREET
OMAHA, NE
(41.31055424726815, -96.00449364580582)"
CK    ,Catering + liquor on/off sale,HY VEE 2                            ,"14591 STONY BROOK BLVD
OMAHA, NE
(41.199356535301945, -96.14438427097373)"
D     ,Beer/liquor off sale,HY VEE GAS 2                        ,"14405 STONEY BROOK BOULEVARD
OMAHA, NE
(41.19813355089849, -96.13971674688207)"
IK    ,Catering + liquor on sale,SAGE BISTRO                         ,"5300 30 STREET
OMAHA, NE
(41.20446856532261, -95.9578205230487)"
I     ,Beer/liquor on sale,GODFATHER'S PIZZA #28034            ,"2117 67TH ST
OMAHA, NE
(41.23976416902083, -96.01455950527945)"
C     ,Beer/liquor on/off sale,"OBSERVATORY LOUNGE, THE             ","2810 148 AVENUE CIRCLE
OMAHA, NE
(41.23272728310252, -96.14760381310639)"
C     ,Beer/liquor on/off sale,BAG 'N SAVE                         ,"3003 108TH STREET
OMAHA, NE
(41.23185992530359, -96.08143117785484)"
C     ,Beer/liquor on/off sale,BAG 'N SAVE                         ,"5110 108TH STREET
OMAHA, NE
(41.206129910744856, -96.0815621625975)"
C     ,Beer/liquor on/off sale,QUALITY INN & SUITES                ,"11515 MIRACLE HILLS DRIVE
OMAHA, NE
(41.26813677765921, -96.09482259117942)"
C     ,Beer/liquor on/off sale,OAK HILLS COUNTRY CLUB              ,"12325 GOLFING GREEN DRIVE
OMAHA, NE
(41.19606359681204, -96.10549717408628)"
C     ,Beer/liquor on/off sale,PERRY'S PLACE                       ,"9652 MOCKINGBIRD DRIVE
OMAHA, NE
(41.20902434067335, -96.06448845913116)"
I     ,Beer/liquor on sale,ELKHORN RIDGE GOLF COURSE           ,"20033 ELKHORN RIDGE DRIVE
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
C     ,Beer/liquor on/off sale,HIRO SUSHI                          ,"3655 129TH
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,ROJA MEXICAN GRILL & MARGARITA BAR  ,"1212 HARNEY STREET
OMAHA, NE
(41.25657366283739, -95.93204533433486)"
CK    ,Catering + liquor on/off sale,OSCAR'S                             ,"17330 LAKESIDE HILLS
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
C     ,Beer/liquor on/off sale,RIVERA'S MEXICAN FOOD               ,"12047 49 BLONDO ST
OMAHA, NE
(41.260689999643944, -95.94059000012828)"
I     ,Beer/liquor on sale,MILLARD PLAZA BALLROOM              ,"5339 139TH PLAZA
OMAHA, NE
(41.203286530080256, -96.13096538722768)"
C     ,Beer/liquor on/off sale,ROMEO'S PIZZA                       ,"2218 90th Plaza
OMAHA, NE
(41.27814312209702, -96.05335671376025)"
IK    ,Catering + liquor on sale,HOLLAND PERFORMING ART CENTER       ,"1200 DOUGLAS STREET
OMAHA, NE
(41.25863094380952, -95.9328816733634)"
C     ,Beer/liquor on/off sale,BAKER'S SUPERMARKET 320             ,"17370 LAKESIDE HILLS PLAZA
OMAHA, NE
(41.235583988825105, -96.18645123272648)"
D     ,Beer/liquor off sale,WALGREENS #06802                    ,"15525 SPAULDING PLAZA
OMAHA, NE
(41.29368651651163, -96.15723554001283)"
I     ,Beer/liquor on sale,OLIVE GARDEN ITALIAN 1586           ,"16929 LAKESIDE HILL PLAZA
OMAHA, NE
(41.23496978121864, -96.17907107888425)"
C     ,Beer/liquor on/off sale,TUSSEY'S CASUAL GRILL               ,"9229 MORMON BRIDGE PLAZA
OMAHA, NE
(41.34300099702363, -95.98304004710015)"
I     ,Beer/liquor on sale,ESPANA RESTAURANT                   ,"6064 MAPLE STREET
OMAHA, NE
(41.28499906570863, -96.00673399840952)"
C     ,Beer/liquor on/off sale,ELKHORN FRATERNAL ORDER 3943        ,"20275 WIRT STREET
OMAHA, NE
(41.28660703773189, -96.23082563715202)"
CK    ,Catering + liquor on/off sale,BIG DOG'S BEVERAGE                  ,"20310 WIRT STREET
OMAHA, NE
(41.286611120485944, -96.2328567350756)"
D     ,Beer/liquor off sale,WALGREENS #07693                    ,"225 SADDLE CREEK RD
OMAHA, NE
(41.260856765832045, -95.98038287842598)"
C     ,Beer/liquor on/off sale,JERICO'S RESTAURANT                 ,"11732 DODGE RD
OMAHA, NE
(41.26345224505589, -96.09658414000751)"
C     ,Beer/liquor on/off sale,BAKER'S SUPERMARKET 319             ,"888 SADDLE CREEK ROAD
OMAHA, NE
(41.250530456732804, -95.98664638612316)"
C     ,Beer/liquor on/off sale,NO FRILLS SUPERMARKETS              ,"820 SADDLE CREEK ROAD
OMAHA, NE
(41.251635333630325, -95.9857747805726)"
CK    ,Catering + liquor on/off sale,CORKSCREW                           ,"10924 PRAIRIE BROOK ROAD
OMAHA, NE
(41.23326187087962, -96.08293616211914)"
D     ,Beer/liquor off sale,QUIKTRIP 594                        ,"715 SADDLECRREEK ROAD
OMAHA, NE
(41.25313280757582, -95.98445678007425)"
D     ,Beer/liquor off sale,TOBACCO ROAD DISCOUNTS              ,"1414 SADDLE CREEK ROAD
OMAHA, NE
(41.24540162897449, -95.99020488851664)"
X     ,Wholesale liquor,PLATINUM WINE DISTRIBUTING          ,"10912 PRAIRIE BROOK ROAD
OMAHA, NE
(41.2332735651106, -96.08283237581924)"
I     ,Beer/liquor on sale,PANDA HOUSE CHINESE RESTAURANT      ,"301 16 STREET
OMAHA, NE
(41.26164636549086, -95.93705274650866)"
C     ,Beer/liquor on/off sale,JACKSON ST TAVERN                   ,"1125 JACKSON ST
OMAHA, NE
(41.254377150610935, -95.93161362930209)"
I     ,Beer/liquor on sale,801 CHOPHOUSE                       ,"1403 FARNAM STREET
OMAHA, NE
(41.257542764154095, -95.93522890385987)"
I     ,Beer/liquor on sale,GRAND FORTUNE CHINESE CUISINE       ,"17330 CENTER RD
OMAHA, NE
(41.23426281228724, -96.1858093146947)"
I     ,Beer/liquor on sale,WASABI SUSHI                        ,"14513 MAPLE RD
OMAHA, NE
(41.292029961660496, -96.14124118574453)"
CCB   ,Cigar bar + liquor on/off sale,CIGARROS                            ,"13110 BIRCH DR
OMAHA, NE
(41.290439963985875, -96.11843878766888)"
CK    ,Catering + liquor on/off sale,PLEASURE YOUR PALATE                ,"14505 GROVER ST
OMAHA, NE
(41.22421496342703, -96.14037412044225)"
I     ,Beer/liquor on sale,DANTE PIZZERIA NAPOLETANA           ,"16901 WRIGHT PLAZA
OMAHA, NE
(41.23306321851652, -96.1785224924464)"
I     ,Beer/liquor on sale,PARTY COVE                          ,"3525 147TH ST
OMAHA, NE
(41.29096051260193, -96.14352360202753)"
C     ,Beer/liquor on/off sale,PARILAMENT PUB MIDTOWN              ,"120 SO 31ST AVE
OMAHA, NE
(41.25929595643524, -95.9592227781842)"
I     ,Beer/liquor on sale,MARCUS MIDTOWN CINEMA               ,"3201 FARNAM ST
OMAHA, NE
(41.2576588125591, -95.96042790712082)"
CK    ,Catering + liquor on/off sale,DANTE PIZZERIA NAPOLETANA           ,"16901 WRIGHT PLAZA
OMAHA, NE
(41.23306321851652, -96.1785224924464)"
