RestaurantName,Rating,InspectionDate,Location 1
NASH FINCH COMPANY,EXCELLENT,07/05/2011 12:00 AM,"4228 SO 72 ST
Omaha, NE
(41.21871903214918, -96.02397400171117)"
NATHAN HALE JR HI SCHOOL,SUPERIOR,11/19/2010 12:00 AM,"6143 WHITMORE ST
Omaha, NE
(41.32161945874168, -96.00893733738127)"
NATIVE AMER NUTR PROGRAM,EXCELLENT,07/26/2011 12:00 AM,"2240 LANDON CT
Omaha, NE
(41.254799831964704, -95.94601177499118)"
NEBRASKA METHODIST CORPORATE CAFETERIA,STANDARD,07/13/2011 12:00 AM,"8511 WEST DODGE RD
Omaha, NE
(41.26227074161923, -96.04499777004098)"
NEBRASKA METHODIST HOSPITAL,EXCELLENT,07/28/2011 12:00 AM,"8303 DODGE ST
Omaha, NE
(41.25967415736352, -96.04135789653753)"
NEBRASKA ORTHOPEADIC HOSPITAL,EXCELLENT,06/21/2011 12:00 AM,"2808 SO 143 PLZ
Omaha, NE
(41.232055977843686, -96.13474349606008)"
NEBRASKA @ THE MARKET,STANDARD,04/15/2011 12:00 AM,"1215 LEAVENWORTH ST
Omaha, NE
(41.25232669638416, -95.93297160556631)"
NEIGHBORS (THE),STANDARD,07/15/2011 12:00 AM,"4689 LEAVENWORTH ST
Omaha, NE
(41.25238223298895, -95.98467269180662)"
NEIHARDT ELEMENTARY SCHOOL,EXCELLENT,02/18/2011 12:00 AM,"15130 DREXEL
Omaha, NE
(41.192207457470836, -96.14999305022909)"
NEST LOUNGE (THE),STANDARD,06/17/2011 12:00 AM,"2638 SO 158 PLZ
Omaha, NE
(41.23480464839865, -96.16310007501389)"
NEW ASIAN SUPERMARKET,STANDARD,04/18/2011 12:00 AM,"4615 SO 26 ST
Omaha, NE
(41.21326914065162, -95.94995080547949)"
NEW CHINA ROAD RESTAURANT,STANDARD,05/06/2011 12:00 AM,"681 NO 132 ST
Omaha, NE
(41.26646403868472, -96.11975179783161)"
NEWMAN'S GAS PUMPS,STANDARD,06/14/2011 12:00 AM,"4414 NO 30 ST
Omaha, NE
(41.299109428348345, -95.95654283595428)"
NEWMAN'S PASTA CAFÉ,EXCELLENT,06/20/2011 12:00 AM,"2559 SO 171 ST
Omaha, NE
(41.28305293827215, -96.182367544744)"
NEW OLD BAR (THE),EXCELLENT,07/12/2011 12:00 AM,"1008 BANCROFT ST
Omaha, NE
(41.234151398172, -95.93019270049581)"
NEW YORK BURRITO,EXCELLENT,05/02/2011 12:00 AM,"10870 W DODGE RD
Omaha, NE
(41.26551383059586, -96.08405992589914)"
NEW YORK CHICKEN & GYROS,STANDARD,07/11/2011 12:00 AM,"1611 FARNAM ST
Omaha, NE
(41.25756974381494, -95.93796284282894)"
NGUYEN'S CAFETERIA,EXCELLENT,02/23/2011 12:00 AM,"4501 SO 36 ST
Omaha, NE
(41.21265760167171, -95.9659857172619)"
NHS CLARKSON WEST,EXCELLENT,05/26/2011 12:00 AM,"2725 SO 144 ST
Omaha, NE
(41.2300836862487, -96.13838424111296)"
NICOLA'S,EXCELLENT,05/17/2011 12:00 AM,"521 SO 13 ST
Omaha, NE
(41.25463795399946, -95.93327737505626)"
NIFTY BAR AND GRILL,EXCELLENT,01/18/2011 12:00 AM,"4721 NW RADIAL HWY
Omaha, NE
(41.28132083860879, -95.98470960191196)"
NIGHT FLIGHT PIZZA,STANDARD,01/05/2010 12:00 AM,"4636 DODGE ST
Omaha, NE
(41.259710130244684, -95.98521322224838)"
NITE HAWKES CAFE,EXCELLENT,03/16/2011 12:00 AM,"4825 NO 16 ST
Omaha, NE
(41.30319235036137, -95.93733331740845)"
NO FRILLS SUPERMARKET INC,STANDARD,06/16/2011 12:00 AM,"7402 NO 30 ST
Omaha, NE
(41.327545990914814, -95.95794577831998)"
NO FRILLS SUPERMARKET INC,STANDARD,03/08/2010 12:00 AM,"820 N SADDLE CREEK
Omaha, NE
(41.260689999643944, -95.94059000012828)"
NO FRILLS SUPERMARKET INC,STANDARD,04/01/2010 12:00 AM,"3548 Q ST
Omaha, NE
(41.20540007289526, -95.9671908087812)"
NO FRILLS SUPERMARKET INC,EXCELLENT,05/27/2011 12:00 AM,"8005 BLONDO ST
Omaha, NE
(41.27781348269451, -96.03598894402262)"
NO FRILLS SUPERMARKET INC,STANDARD,06/06/2011 12:00 AM,"4240 SO 50 ST
Omaha, NE
(41.21717219825882, -95.99035734425593)"
NO FRILLS SUPERMARKET INC,STANDARD,06/22/2011 12:00 AM,"3026 SO 24 ST
Omaha, NE
(41.23148189658057, -95.94711889252594)"
NO FRILLS SUPERMARKET INC,STANDARD,07/07/2011 12:00 AM,"13215 W CENTER RD
Omaha, NE
(41.23401649986761, -96.12102883511324)"
NO FRILLS SUPERMARKET INC,EXCELLENT,07/11/2011 12:00 AM,"1221 SO 203 ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
NOMAD LOUNGE,EXCELLENT,08/05/2010 12:00 AM,"1013 JONES ST
Omaha, NE
(41.253295106223405, -95.92940133748579)"
NO NAME NUTRITION CENTER,EXCELLENT,02/22/2011 12:00 AM,"2032 NO 72 ST
Omaha, NE
(41.278020632168634, -96.02395819675793)"
NO NAME NUTRITION CENTER,EXCELLENT,06/17/2011 12:00 AM,"14469 W CENTER RD
Omaha, NE
(41.23373291030719, -96.14014864488239)"
NOODLES & CO,EXCELLENT,02/09/2011 12:00 AM,"203 SO 72 ST
Omaha, NE
(41.25875509877698, -96.02380496315854)"
NORMAN ROCKWELL ELEMENTARY,SUPERIOR,03/01/2011 12:00 AM,"6370 SO 140 AVE
Omaha, NE
(41.19514368162909, -96.13347987806287)"
NORTH HI SCH CAFETERIA,EXCELLENT,02/11/2011 12:00 AM,"4410 NO 36 ST
Omaha, NE
(41.2993882181774, -95.96609363590545)"
NORTH SHORE TAVERN,STANDARD,02/22/2011 12:00 AM,"10148 MAPLE ST
Omaha, NE
(41.28522742113148, -96.07035835830807)"
NORTH STAR BAR,STANDARD,07/14/2011 12:00 AM,"8509 NO 30 ST
Omaha, NE
(41.33756443832118, -95.96075166305138)"
NORTHWEST SR HIGH,SUPERIOR,05/09/2011 12:00 AM,"8204 CROWN POINT AVE
Omaha, NE
(41.31273415709222, -96.04029669654301)"
NOSH WINE LOUNGE,STANDARD,03/29/2011 12:00 AM,"1006 DODGE ST
Omaha, NE
(41.25970511149571, -95.92932151449963)"
NOTHING BUNDT CAKES,EXCELLENT,03/10/2011 12:00 AM,"10347 PACIFIC ST
Omaha, NE
(41.24865659904577, -96.07418700298393)"
NOVA THERAPEUTIC COMMUNITY,STANDARD,07/19/2011 12:00 AM,"3483 LARIMORE AVE
Omaha, NE
(41.302167123247955, -95.96477163252234)"
NOVEDADES VENTURA,STANDARD,05/23/2011 12:00 AM,"3173 LEAVENWORTH ST
Omaha, NE
(41.25233482614561, -95.95991771779781)"
NUTTE HUTTE (THE),STANDARD,12/09/2010 12:00 AM,"10000 CALIFORNIA ST
Omaha, NE
(41.264523028662666, -96.06701102755102)"
OAKDALE ELEM SCHOOL,EXCELLENT,04/26/2011 12:00 AM,"9801 CENTER ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
OAK HILLS COUNTRY CLUB,FAIR,07/19/2011 12:00 AM,"12325 GOLFING GREEN DR
Omaha, NE
(41.19606359681204, -96.10549717408628)"
OAK VALLEY ELEM SCHOOL,SUPERIOR,04/22/2011 12:00 AM,"3109 PEDERSEN DR
Omaha, NE
(41.228552375983526, -96.1086274025561)"
OASIS VENDING,EXCELLENT,02/23/2011 12:00 AM,"4612 SO 88 ST
Omaha, NE
(41.21432134742594, -96.04812079819789)"
OBAR,STANDARD,06/02/2011 12:00 AM,"15660 W CENTER RD
Omaha, NE
(41.23404347952845, -96.15928599423967)"
O'BRIEN'S LOUNGE,EXCELLENT,03/30/2011 12:00 AM,"1014 SO 74 PLZ
Omaha, NE
(41.249916513345624, -96.02783209321689)"
OBSERVATORY LOUNGE (THE),STANDARD,07/14/2011 12:00 AM,"2810 SO 148 CIR AVE
Omaha, NE
(41.260689999643944, -95.94059000012828)"
O'CONNOR'S IRISH PUB,EXCELLENT,03/11/2011 12:00 AM,"1217 HOWARD ST
Omaha, NE
(41.25544734382578, -95.932746775059)"
O DINING,STANDARD,07/14/2011 12:00 AM,"1015 FARNAM ST
Omaha, NE
(41.257542764154095, -95.92995887676818)"
O'DONNELLS POPCORN (VIC'S CORNPOPPER),EXCELLENT,05/11/2011 12:00 AM,"5013 GROVER ST
Omaha, NE
(41.22690796576029, -95.99071815083583)"
ODR ENTERPRISES,EXCELLENT,05/11/2011 12:00 AM,"5013 GROVER ST
Omaha, NE
(41.22690796576029, -95.99071815083583)"
OFFICE WEST LOUNGE,STANDARD,07/25/2011 12:00 AM,"1266 SO 119 ST
Omaha, NE
(41.246998863180735, -96.09883273747155)"
O J'S CAFE,EXCELLENT,07/14/2011 12:00 AM,"9201 NO 30 ST
Omaha, NE
(41.343895665407445, -95.96257728677085)"
OKINAWA GRILL,STANDARD,05/23/2011 12:00 AM,"12240 L ST
Omaha, NE
(41.212630622010806, -96.10487701146701)"
OLD CHICAGO,EXCELLENT,04/01/2011 12:00 AM,"13110 BIRCH DR
Omaha, NE
(41.290439963985875, -96.11843878766888)"
OLD CHICAGO,EXCELLENT,04/19/2010 12:00 AM,"425 NO 78 ST
Omaha, NE
(41.26281952563678, -96.03733596400184)"
OLD CHICAGO,EXCELLENT,02/01/2011 12:00 AM,"1111 HARNEY
Omaha, NE
(41.256462714260124, -95.93070650332396)"
OLD CHICAGO,STANDARD,03/31/2011 12:00 AM,"2643 SO 144 ST
Omaha, NE
(41.234933769785826, -96.13842976091993)"
OLD COUNTRY BUFFET,SUPERIOR,02/08/2011 12:00 AM,"14525 W CENTER RD
Omaha, NE
(41.23375105088503, -96.14123128933947)"
OLD DUNDEE BAR & GRILL,STANDARD,01/06/2010 12:00 AM,"4964 DODGE ST
Omaha, NE
(41.25968315058378, -95.989898690021)"
OLD FASHIONED GARDEN CAFÉ,EXCELLENT,06/14/2011 12:00 AM,"11040 OAK ST
Omaha, NE
(41.232159111790956, -96.08527034409576)"
OLD HOME BAKERY STORE,EXCELLENT,10/04/2010 12:00 AM,"11922 I ST
Omaha, NE
(41.21624676002739, -96.09912092472906)"
OLD MARKET BLUE,EXCELLENT,02/22/2011 12:00 AM,"416 SO 12 ST
Omaha, NE
(41.255861031959284, -95.93184745302972)"
OLD MARKET CANDY SHOP,EXCELLENT,05/20/2011 12:00 AM,"1005 HOWARD ST
Omaha, NE
(41.25539252104522, -95.92934471325862)"
OLD MARKET SOURDOUGH,EXCELLENT,03/15/2011 12:00 AM,"6710 L ST
Omaha, NE
(41.21272954743404, -96.01745391699876)"
OLD MARKET SPAGHETTI WORKS,STANDARD,04/12/2011 12:00 AM,"502 SO 11 ST
Omaha, NE
(41.255395150102444, -95.93060736652204)"
OLD MARKET TAVERN,EXCELLENT,08/05/2010 12:00 AM,"514 SO 10 ST
Omaha, NE
(41.254619967558824, -95.9292574055853)"
OLD MATTRESS FACTORY BAR & GRILL (THE),EXCELLENT,04/22/2010 12:00 AM,"501 NO 13 ST
Omaha, NE
(41.26424271327238, -95.93309751065044)"
OLD MILL LOUNGE,EXCELLENT,06/22/2011 12:00 AM,"10944 W DODGE RD
Omaha, NE
(41.26530904553562, -96.08551131101684)"
OLD SETTLERS SALOON,STANDARD,04/18/2011 12:00 AM,"5250 SO 21 ST
Omaha, NE
(41.20390719832665, -95.94295408009157)"
OLEAVER'S PUB,FAIR,03/15/2011 12:00 AM,"1322 SO SADDLE CREEK RD
Omaha, NE
(41.245968489636994, -95.98949399510781)"
OLIVE GARDEN (THE),EXCELLENT,05/24/2011 12:00 AM,"7505 DODGE ST
Omaha, NE
(41.25968315058378, -96.02910013727819)"
OLIVE GARDEN (THE) #1586,EXCELLENT,01/06/2011 12:00 AM,"16929 LAKESIDE HILLS PLZ
Omaha, NE
(41.23496978121864, -96.17907107888425)"
OLSEN'S BAKE SHOP,EXCELLENT,02/03/2011 12:00 AM,"1708 SO 10 ST
Omaha, NE
(41.24252408626478, -95.92937431744912)"
"OLSON'S TAVERN, INC.",STANDARD,03/28/2011 12:00 AM,"3207 LEAVENWORTH ST
Omaha, NE
(41.25238964892617, -95.96057179864556)"
OLYMPIC LOUNGE,STANDARD,05/20/2011 12:00 AM,"1419 FARNAM ST
Omaha, NE
(41.257542764154095, -95.93558863267157)"
OMAHA CHRISTIAN ACADEMY,EXCELLENT,12/02/2010 12:00 AM,"10244 WIESMAN DR
Omaha, NE
(41.31078262828862, -96.07582890992063)"
OMAHA CIVIC AUDITORIUM,STANDARD,02/26/2010 12:00 AM,"1804 CAPITOL AVE
Omaha, NE
(41.260672404816034, -95.94058886315452)"
OMAHA CONOCO 101,EXCELLENT,06/29/2011 12:00 AM,"2401 LEAVENWORTH
Omaha, NE
(41.25235308485696, -95.94707546640906)"
OMAHA COUNTRY CLUB (THE),EXCELLENT,03/29/2011 12:00 AM,"6900 COUNTRY CLUB RD
Omaha, NE
(41.32775283498154, -96.0190726966515)"
OMAHA DOOZY'S,EXCELLENT,03/16/2010 12:00 AM,"316 SO 16 ST
Omaha, NE
(41.257383296006246, -95.9372533587132)"
OMAHA GRILL,EXCELLENT,01/04/2011 12:00 AM,"5920 F ST
Omaha, NE
(41.2197442592626, -96.0039191204578)"
OMAHA INTERNATIONAL MARKET,EXCELLENT,10/13/2010 12:00 AM,"219 S0 25 ST
Omaha, NE
(41.260689999643944, -95.94059000012828)"
OMAHA MARRIOTT HOTEL,SUPERIOR,02/22/2011 12:00 AM,"10220 REGENCY CIR
Omaha, NE
(41.259851448126085, -96.07333116598191)"
OMAHA MINING COMPANY,EXCELLENT,05/23/2011 12:00 AM,"1715 LEAVENWORTH ST
Omaha, NE
(41.25239864214649, -95.93897907672203)"
OMAHA ORIENTAL FOOD & GIFTS,EXCELLENT,05/11/2011 12:00 AM,"4425 SO 84 ST
Omaha, NE
(41.216398781313615, -96.04311157449467)"
OMAHA POPCORN,EXCELLENT,02/24/2011 12:00 AM,"14935 INDUSTRIAL RD
Omaha, NE
(41.22968727555308, -96.14708211641143)"
OMAHA PRESS CLUB,EXCELLENT,04/23/2010 12:00 AM,"1620 DODGE ST
Omaha, NE
(41.25965617092294, -95.93745922249252)"
OMAHA PRIME,STANDARD,07/11/2011 12:00 AM,"415 SO 11 ST
Omaha, NE
(41.256342065925594, -95.93046903523997)"
OMAHA STEAKS,EXCELLENT,04/28/2010 12:00 AM,"331 NO 78 ST
Omaha, NE
(41.26232848190413, -96.03698910176045)"
OMAHA STEAKS,EXCELLENT,11/19/2010 12:00 AM,"4400 SO 96 ST
Omaha, NE
(41.21567932369015, -96.06230310659993)"
OMAHA STEAKS,EXCELLENT,03/14/2011 12:00 AM,"17390 W CENTER RD
Omaha, NE
(41.23421435071401, -96.18684122121743)"
OMAHA STEAKSHOP,EXCELLENT,01/27/2011 12:00 AM,"EPPLEY AIRFIELD
Omaha, NE
(41.260689999643944, -95.94059000012828)"
OMAHA STEAKSHOP,EXCELLENT,02/07/2011 12:00 AM,"11030 O ST
Omaha, NE
(41.20881749660663, -96.08457931326569)"
OMAHA TORTILLA CO,STANDARD,06/08/2011 12:00 AM,"4209 SO 87 ST
Omaha, NE
(41.218137495076256, -96.04677087915253)"
OMAHA TOWER CAFÉ (THE),STANDARD,03/04/2011 12:00 AM,"2120 SO 72 ST
Omaha, NE
(41.239763167634806, -96.02397400171117)"
OMAHA TROPICAL MARKET,FAIR,02/24/2011 12:00 AM,"2322 NO 72 ST
Omaha, NE
(41.27982139588346, -96.02396722353885)"
OMAHA VALERO #102,STANDARD,06/13/2011 12:00 AM,"2411 NO 30 ST
Omaha, NE
(41.280797693806875, -95.95649686272493)"
OMAHA VALERO #104,STANDARD,07/05/2011 12:00 AM,"5188 LEAVENWORTH ST
Omaha, NE
(41.25237166248559, -95.99549247304327)"
ONE-N-GO,STANDARD,04/13/2011 12:00 AM,"4917 SO 136 ST
Omaha, NE
(41.20836783559196, -96.12502182492335)"
OPEN DOOR MISSION,FAIR,01/26/2010 12:00 AM,"2706 NO 21 ST
Omaha, NE
(41.23410963105592, -95.94416012573717)"
OPPERMAN'S PUB,STANDARD,09/22/2010 12:00 AM,"14457 F ST
Omaha, NE
(41.21953535455064, -96.13950066688427)"
ORANGE JULIUS,EXCELLENT,03/09/2011 12:00 AM,"3001 SO 144 ST
Omaha, NE
(41.229154416997, -96.1383808984178)"
ORIENTAL GARDEN,STANDARD,05/26/2010 12:00 AM,"7633 CASS ST
Omaha, NE
(41.26323460914074, -96.03278730360225)"
ORIENTAL TRADING COMPANY INC,EXCELLENT,06/20/2011 12:00 AM,"4206 SO 108 ST
Omaha, NE
(41.217693805035765, -96.0815306115864)"
ORSI'S ITALIAN BAKERY,STANDARD,04/13/2011 12:00 AM,"621 PACIFIC ST
Omaha, NE
(41.24909813029893, -95.92498562594614)"
OSCAR'S,STANDARD,04/14/2011 12:00 AM,"17330 LAKESIDE HILL
Omaha, NE
(41.260689999643944, -95.94059000012828)"
OUR LADY OF LOURDES SCHOOL,EXCELLENT,03/28/2011 12:00 AM,"2124 SO 32 AVE
Omaha, NE
(41.23975275204789, -95.96044685431794)"
OUTBACK STEAKHOUSE,EXCELLENT,07/28/2011 12:00 AM,"2414 SO 132 ST
Omaha, NE
(41.23708318798748, -96.11950898088372)"
OUTBACK STEAKHOUSE,EXCELLENT,01/25/2010 12:00 AM,"7605 CASS ST
Omaha, NE
(41.263289431921294, -96.03194199489076)"
OZARK SMOKED MEAT CO (THE),EXCELLENT,02/03/2011 12:00 AM,"11302 WRIGHT CIR
Omaha, NE
(41.23335100156589, -96.09055980476057)"
PACIFIC CONVENIENT EXPRESS MART,EXCELLENT,07/13/2011 12:00 AM,"7611 PACIFIC ST
Omaha, NE
(41.248755524469004, -96.03156195687392)"
PACIFIC SPRINGS GOLF CLUB,STANDARD,06/21/2011 12:00 AM,"16810 HARNEY ST
Omaha, NE
(41.2558503350902, -96.17726978647595)"
PADDOCK ROAD SCHOOL,SUPERIOR,05/03/2011 12:00 AM,"3535 PADDOCK RD
Omaha, NE
(41.22704675414053, -96.05745576086201)"
PAISANO'S MEAT MARKET,EXCELLENT,04/22/2011 12:00 AM,"1715 VINTON
Omaha, NE
(41.23378909932718, -95.93874850212532)"
PALATERIA ZACATCCAS,STANDARD,04/01/2011 12:00 AM,"1430 SO 13 ST
Omaha, NE
(41.24437586025965, -95.93338421012484)"
PALETERIA Y NEVERIA LA MICHACANA,STANDARD,07/06/2011 12:00 AM,"4002 SO 24 ST
Omaha, NE
(41.220854549382, -95.94710089394508)"
PALMER HOUSE FOOD PROCESSING,EXCELLENT,06/01/2011 12:00 AM,"4521 SO 133 ST
Omaha, NE
(41.21545951226731, -96.12134770608179)"
PANADERIA IMPERIAL,STANDARD,07/06/2011 12:00 AM,"6619 SUNSHINE DR
Omaha, NE
(41.19331359885547, -95.97751518982723)"
PANADERIA LOS BETOS INC,STANDARD,06/27/2011 12:00 AM,"1344 PARK AVE
Omaha, NE
(41.24617997224482, -95.95581621346847)"
PANADERIA NIETOS,STANDARD,04/05/2011 12:00 AM,"1620 VINTON ST
Omaha, NE
(41.234320971519075, -95.93764304618217)"
PANCHERO'S MEXICAN GRILL,STANDARD,03/17/2010 12:00 AM,"17305 DAVENPORT
Omaha, NE
(41.2609108695486, -96.1849613585206)"
PANDA EXPRESS,EXCELLENT,04/29/2011 12:00 AM,"17627 GOLD PLZ
Omaha, NE
(41.23498776765922, -96.19107702797544)"
PANDA EXPRESS,STANDARD,04/25/2011 12:00 AM,"3001 SO 144 ST
Omaha, NE
(41.229154416997, -96.1383808984178)"
PANDA EXPRESS,EXCELLENT,06/28/2011 12:00 AM,"16920 EVANS PLZ
Omaha, NE
(41.29121338093108, -96.17902611278282)"
PANDA HOUSE,STANDARD,01/29/2010 12:00 AM,"301 SO 16 ST
Omaha, NE
(41.25753925679815, -95.93710750661373)"
PANDA HOUSE CHINESE REST,STANDARD,05/24/2011 12:00 AM,"14459-61 W CENTER RD
Omaha, NE
(41.260689999643944, -95.94059000012828)"
PANERA BREAD,EXCELLENT,07/25/2011 12:00 AM,"3219 OAKVIEW DR
Omaha, NE
(41.228208160736486, -96.13210862339966)"
PANERA BREAD,EXCELLENT,02/02/2010 12:00 AM,"10000 CALIFORNIA ST #2801
Omaha, NE
(41.264523028662666, -96.06701102755102)"
PANERA BREAD,EXCELLENT,02/04/2010 12:00 AM,"7825 DODGE ST
Omaha, NE
(41.259653660191475, -96.03587666262678)"
PANERA BREAD,EXCELLENT,03/30/2010 12:00 AM,"344 N SADDLECREEK
Omaha, NE
(41.26114207572844, -95.98052873900076)"
PANERA BREAD,STANDARD,02/09/2011 12:00 AM,"13410 W MAPLE RD
Omaha, NE
(41.29231141726564, -96.12296943908962)"
PANERA BREAD,EXCELLENT,06/22/2011 12:00 AM,"17730 W CENTER RD
Omaha, NE
(41.23427730325608, -96.19310949576163)"
PAPA CHRIS'S CHICAGO ORIGINAL,STANDARD,07/06/2011 12:00 AM,"7024 MAPLE ST
Omaha, NE
(41.28506201825064, -96.02125804918268)"
PAPA JOHN'S PIZZA,STANDARD,07/12/2011 12:00 AM,"4263 SO 144 ST
Omaha, NE
(41.21611391312952, -96.1385696923389)"
PAPA JOHN'S PIZZA,EXCELLENT,09/01/2010 12:00 AM,"9765 Q ST
Omaha, NE
(41.20534611357351, -96.06483020150228)"
PAPA JOHN'S PIZZA,EXCELLENT,03/08/2011 12:00 AM,"2626 NO 90 ST
Omaha, NE
(41.28302577331194, -96.05277130184587)"
PAPA JOHN'S PIZZA,STANDARD,07/13/2011 12:00 AM,"4610 SO 50 ST
Omaha, NE
(41.21337705929517, -95.99062714086472)"
PAPA JOHN'S PIZZA #2795,EXCELLENT,05/12/2010 12:00 AM,"657 NO 46 ST
Omaha, NE
(41.26570860818009, -95.98301887649689)"
PAPA JOHN'S PIZZA #2817,EXCELLENT,02/15/2011 12:00 AM,"1201 SO 157 ST
Omaha, NE
(41.24535846625608, -96.15990557449133)"
PAPA MURPHY'S PIZZA,EXCELLENT,04/14/2011 12:00 AM,"17714 W CENTER RD
Omaha, NE
(41.234332126036634, -96.19268013877274)"
PAPA MURPHY'S PIZZA,EXCELLENT,03/17/2011 12:00 AM,"5405 NO 90 ST
Omaha, NE
(41.30822420746052, -96.05247020153855)"
PAPA MURPHY'S PIZZA,EXCELLENT,03/21/2011 12:00 AM,"5104 L ST
Omaha, NE
(41.21257752614787, -95.99378141295132)"
PAPA MURPHY'S PIZZA,EXCELLENT,04/07/2011 12:00 AM,"15330 WEIR ST
Omaha, NE
(41.206326374585444, -96.1547174383308)"
PAPA MURPHY'S PIZZA,EXCELLENT,05/11/2011 12:00 AM,"12005 W CENTER RD
Omaha, NE
(41.23392608774618, -96.10082116000704)"
PAPA MURPHY'S PIZZA,EXCELLENT,06/06/2011 12:00 AM,"2071 NO 156 ST
Omaha, NE
(41.27863186574115, -96.15803593661894)"
PARADISE BAKERY,STANDARD,07/20/2011 12:00 AM,"1819 FARNAM ST
Omaha, NE
(41.25757873703526, -95.94084067332267)"
PARADISE BAKERY,STANDARD,03/17/2010 12:00 AM,"17305 DAVENPORT
Omaha, NE
(41.2609108695486, -96.1849613585206)"
PARADISE BAKERY,EXCELLENT,03/24/2010 12:00 AM,"120 REGENCY PKWY
Omaha, NE
(41.26004155118349, -96.0696409762948)"
PARADISE TODAY ESPRESSO & CATERING,EXCELLENT,07/16/2011 12:00 AM,"8014 BARTLETT
Omaha, NE
(41.34118677687662, -96.03657461773093)"
PARK AVE BAR,EXCELLENT,05/31/2011 12:00 AM,"3011 ST MARY'S AVE
Omaha, NE
(41.25325299807429, -95.95719934103568)"
PARK AVE GROCERY,EXCELLENT,04/25/2011 12:00 AM,"830 PARK AVE
Omaha, NE
(41.25187105642993, -95.95589587269855)"
PARK INN REGENCY LODGE,STANDARD,07/25/2011 12:00 AM,"909 SO 107 AVE
Omaha, NE
(41.24985719580466, -96.08089738813905)"
PARLIAMENT PUB,EXCELLENT,07/05/2011 12:00 AM,"16939 WRIGHT PLZ, STE 153
Omaha, NE
(41.23298589018061, -96.17848790341061)"
PARLIAMENT PUB MIDTOWN,STANDARD,07/27/2011 12:00 AM,"120 SO 31 AVE
Omaha, NE
(41.25929595643524, -95.9592227781842)"
PARTY COVE (THE),STANDARD,04/13/2011 12:00 AM,"3525 NO 147 ST
Omaha, NE
(41.29096051260193, -96.14352360202753)"
PASSPORT RESTAURANT,STANDARD,01/29/2010 12:00 AM,"1101 JACKSON ST
Omaha, NE
(41.254386143831255, -95.93112799540626)"
PASTA AMORE & FANTASIA,EXCELLENT,03/08/2011 12:00 AM,"11027 PRAIRIE BROOK RD
Omaha, NE
(41.232948346337025, -96.08469707413624)"
PAT & MIKE'S,STANDARD,02/23/2011 12:00 AM,"9136 BEDFORD AVE
Omaha, NE
(41.28877621823165, -96.05425417443774)"
PATRICK'S MARKET,STANDARD,03/16/2010 12:00 AM,"1416 HOWARD ST
Omaha, NE
(41.25549230992726, -95.93556165301072)"
PAULI'S,STANDARD,04/11/2011 12:00 AM,"4016 LEAVENWORTH ST
Omaha, NE
(41.252453464927044, -95.97354841903758)"
PAWNEE ELEM SCHOOL,SUPERIOR,05/06/2011 12:00 AM,"7310 SO 48 ST
Omaha, NE
(41.18656860083694, -95.98672374359055)"
PAXTON BALLROOM,EXCELLENT,03/23/2010 12:00 AM,"1403 FARNAM ST
Omaha, NE
(41.257542764154095, -95.93522890385987)"
PENQUIN BY LIN / WESTROADS,STANDARD,03/17/2010 12:00 AM,"10000 CALIFORNIA, STE 2337
Omaha, NE
(41.264523028662666, -96.06701102755102)"
PENTHOUSE LOUNGE,EXCELLENT,01/27/2011 12:00 AM,"4530 SO 84 ST
Omaha, NE
(41.21466785619673, -96.04316646673165)"
PEPPERIDGE FARM,EXCELLENT,06/30/2011 12:00 AM,"13718 B ST
Omaha, NE
(41.22352793537032, -96.12680752547888)"
PEPPER JAX GRILL,EXCELLENT,02/02/2010 12:00 AM,"8406 PARK DR
Omaha, NE
(41.200813530545815, -96.04333640500204)"
PEPPER JAX GRILL,EXCELLENT,04/28/2011 12:00 AM,"2085 NO 120 ST
Omaha, NE
(41.27926368671871, -96.1004556651929)"
PEPPER JAX GRILL,STANDARD,06/13/2011 12:00 AM,"4303 NO 72 ST
Omaha, NE
(41.297967289371115, -96.02377615086476)"
PEPPER JAX GRILL,STANDARD,06/21/2011 12:00 AM,"2579 SO 171 CT
Omaha, NE
(41.23518444307713, -96.1836179331093)"
PEPPER JAX GRILL,EXCELLENT,07/11/2011 12:00 AM,"1040 SO 74 PLZ
Omaha, NE
(41.24928392790304, -96.02789806326493)"
PEPPER JAX GRILL,EXCELLENT,07/26/2011 12:00 AM,"2429 SO 132 ST
Omaha, NE
(41.23634489276443, -96.11944241548491)"
PEPSI COLA BOTTLING CO,EXCELLENT,05/02/2011 12:00 AM,"4603 SO 72 ST
Omaha, NE
(41.21421342878239, -96.02380313052561)"
PERKINS RESTAURANT,EXCELLENT,03/08/2011 12:00 AM,"4702 SO 108 ST
Omaha, NE
(41.211956130488886, -96.08152161836608)"
PERKINS RESTAURANT,EXCELLENT,03/31/2011 12:00 AM,"3529 SO 72ND ST
Omaha, NE
(41.226785950752, -96.02383011018651)"
PERRY'S PLACE,STANDARD,04/04/2011 12:00 AM,"9652 MOCKINGBIRD DR
Omaha, NE
(41.20902434067335, -96.06448845913116)"
PESCADERA COSTERA ACAPULCO,STANDARD,03/28/2011 12:00 AM,"3171 LEAVENWORTH
Omaha, NE
(41.25233482614561, -95.9598936433491)"
